c0_xgb_stage1_stack,c1_xgb_stage1_stack,c2_xgb_stage1_stack
0.20595009624958038,0.7702909708023071,0.02375895343720913
0.9478548169136047,0.04166502133011818,0.010480156168341637
0.9637899398803711,0.026518654078245163,0.009691352024674416
0.9872153997421265,0.012354345992207527,0.00043026008643209934
0.8255082964897156,0.17438443005084991,0.00010730113717727363
0.8206212520599365,0.0060348776169121265,0.17334385216236115
0.9805190563201904,0.0008291975827887654,0.01865171454846859
0.020805958658456802,0.026654036715626717,0.9525399804115295
0.949344277381897,0.050050653517246246,0.0006050424417480826
0.9677042365074158,0.03197489306330681,0.0003208490088582039
0.8995303511619568,0.09980189055204391,0.0006677575875073671
0.8969112038612366,0.10236724466085434,0.0007215524674393237
0.9981963038444519,0.00016768132627476007,0.0016360722947865725
0.9970876574516296,0.0008637401042506099,0.0020485958084464073
0.9959053993225098,0.0016011609695851803,0.002493389416486025
0.9960253238677979,0.0031937845051288605,0.0007809039670974016
0.2868010699748993,0.005218958016484976,0.7079799771308899
0.9422385096549988,0.05496115982532501,0.0028003184124827385
0.8662851452827454,0.13095290958881378,0.002761934185400605
0.9145038723945618,0.08213482052087784,0.0033612812403589487
0.9975652694702148,0.0020998690742999315,0.00033487347536720335
0.560686469078064,0.4049825966358185,0.03433094918727875
0.9987101554870605,0.0012707712594419718,1.913480446091853e-05
0.9983508586883545,0.0016379181761294603,1.1190251825610176e-05
0.9976308345794678,0.002364491578191519,4.673658622778021e-06
0.9527696371078491,0.04262311011552811,0.004607249051332474
0.9628298878669739,0.0004508186539169401,0.03671933710575104
0.9972706437110901,0.0009738748194649816,0.0017554815858602524
0.9996860027313232,0.00031163549283519387,2.3592338038724847e-06
0.7152029871940613,0.2834066152572632,0.001390394289046526
0.9581530690193176,0.041484151035547256,0.0003627591941040009
0.9287441968917847,0.07077368348836899,0.00048212369438260794
0.9083383083343506,0.0911673828959465,0.0004942516097798944
0.1904481053352356,0.8090118169784546,0.0005400841473601758
0.6246840357780457,0.3746349811553955,0.0006810039631091058
0.028503229841589928,0.051179662346839905,0.9203171730041504
0.017402002587914467,0.025292854756116867,0.9573050737380981
0.9978273510932922,0.002163207158446312,9.383893484482542e-06
0.8485338091850281,0.15008693933486938,0.0013791805831715465
0.929495632648468,0.0008871025638654828,0.06961728632450104
0.9948527216911316,0.0003660376532934606,0.004781223367899656
