c0_rf_stage1_stack,c1_rf_stage1_stack,c2_rf_stage1_stack
0.053238095238095244,0.148,0.7987619047619048
0.17903333333333332,0.7589666666666667,0.062
0.37039999999999995,0.6296,0.0
0.8673,0.13269999999999998,0.0
0.8430999999999998,0.1569,0.0
0.0238,0.5341666666666669,0.4420333333333335
0.8055095238095238,0.1944904761904762,0.0
1.0,0.0,0.0
0.998,0.002,0.0
0.9008333333333334,0.09916666666666665,0.0
0.995,0.005,0.0
0.3739761904761904,0.0018333333333333333,0.6241904761904761
0.3882095238095238,0.002833333333333333,0.6089571428571425
0.9556666666666666,0.04266666666666667,0.0016666666666666666
0.952,0.047999999999999994,0.0
0.7988666666666666,0.1816666666666667,0.019466666666666667
0.9350095238095236,0.06419047619047619,0.0008
0.9952000000000001,0.0,0.0048
0.9933333333333333,0.0,0.006666666666666666
1.0,0.0,0.0
1.0,0.0,0.0
0.9862000000000001,0.013800000000000002,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.997,0.003,0.0
0.9014000000000001,0.0781,0.0205
0.47166666666666673,0.15776666666666664,0.3705666666666667
0.10516666666666667,0.4518984126984127,0.4429349206349207
0.9916428571428572,0.0,0.008357142857142858
0.9943095238095239,0.0,0.005690476190476189
0.9755333333333334,0.01746666666666667,0.007
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
