c0_xgb_stage2_stack,c1_xgb_stage2_stack,c2_xgb_stage2_stack
0.397734135389328,0.5826094150543213,0.019656430929899216
0.9840158224105835,0.013120166026055813,0.0028640630189329386
0.9874752163887024,0.010683354921638966,0.0018414338119328022
0.9835029244422913,0.01642550714313984,7.163949339883402e-05
0.5559836626052856,0.4430931508541107,0.0009231478325091302
0.8155927658081055,0.011546497233211994,0.17286071181297302
0.9878771305084229,0.00136933836620301,0.010753489099442959
0.0410001277923584,0.03730636090040207,0.9216935038566589
0.9065407514572144,0.09326301515102386,0.00019625342974904925
0.9643355011940002,0.035604819655418396,5.9629062889143825e-05
0.8781795501708984,0.12149585783481598,0.0003245676343794912
0.8931891322135925,0.10655147582292557,0.0002594057295937091
0.9933799505233765,0.0006221681833267212,0.005997818429023027
0.9962039589881897,0.0025292157661169767,0.0012668523704633117
0.9990549683570862,0.0008249288075603545,0.00012007320765405893
0.9775815606117249,0.018548831343650818,0.003869624575600028
0.9700478315353394,0.0004989785957150161,0.029453206807374954
0.9147137999534607,0.08414074033498764,0.0011454407358542085
0.7536531686782837,0.2439870685338974,0.0023598019033670425
0.8453195691108704,0.1539173275232315,0.0007631528424099088
0.9969122409820557,0.0029915638733655214,9.61928308242932e-05
0.6587668061256409,0.3223145008087158,0.018918730318546295
0.9991616010665894,0.0008315383456647396,6.82593918099883e-06
0.9980794191360474,0.0019020559266209602,1.8512999304221012e-05
0.9967793822288513,0.003192306263372302,2.836986823240295e-05
0.8673242330551147,0.1308656632900238,0.001810081652365625
0.7487208843231201,0.0004106379928998649,0.2508684992790222
0.9965025186538696,0.0025936593301594257,0.0009038548450917006
0.9892304539680481,0.010696549899876118,7.29802341083996e-05
0.7420379519462585,0.2576126158237457,0.00034938351018354297
0.9651849865913391,0.03477400541305542,4.099426951142959e-05
0.8506692051887512,0.14917424321174622,0.0001565491547808051
0.9419865608215332,0.057900406420230865,0.00011297468154225498
0.5584670305252075,0.44135162234306335,0.00018134027777705342
0.8746511936187744,0.1252928078174591,5.6002336350502446e-05
0.024002311751246452,0.04085717722773552,0.9351405501365662
0.024187937378883362,0.02772366814315319,0.9480883479118347
0.9979281425476074,0.0020479231607168913,2.3902171960799024e-05
0.7909642457962036,0.20883548259735107,0.0002002673427341506
0.7132343053817749,0.001781173632480204,0.2849845290184021
0.9993163347244263,0.0005558533011935651,0.0001278066774830222
0.9600676894187927,0.0070305997505784035,0.03290171176195145
0.9445006251335144,0.007323482073843479,0.0481758788228035
0.9815621972084045,0.006150281056761742,0.012287559919059277
0.9838718175888062,0.01422069501131773,0.0019074523588642478
0.9653832316398621,0.03454820066690445,6.849221972515807e-05
0.9975906610488892,0.0023930941242724657,1.6297646652674302e-05
0.7388989925384521,0.0029275373090058565,0.25817349553108215
0.9765489101409912,0.023377325385808945,7.376658322755247e-05
0.9820948243141174,0.017864597961306572,4.05889077228494e-05
0.5286979079246521,0.06936457753181458,0.4019375145435333
0.3794936239719391,0.019668668508529663,0.6008377075195312
0.7856573462486267,0.21418637037277222,0.00015626984531991184
0.8464441895484924,0.15349403023719788,6.179171759868041e-05
0.7005003690719604,0.2994157671928406,8.386297122342512e-05
0.8472467660903931,0.15264427661895752,0.00010899164044531062
0.8053395748138428,0.1945672482252121,9.315971692558378e-05
0.8397179841995239,0.1601533740758896,0.00012864670134149492
0.5843387842178345,0.0015339064411818981,0.4141273498535156
0.7468674778938293,0.20234797894954681,0.05078453943133354
0.9292542934417725,0.07064066082239151,0.00010508952982490882
0.6060977578163147,0.014585621654987335,0.3793165981769562
0.3128066956996918,0.07634050399065018,0.6108527779579163
0.9990830421447754,0.0008879886008799076,2.8955735615454614e-05
0.6510180830955505,0.0021630958653986454,0.34681886434555054
0.9996788501739502,0.00017465460405219346,0.00014645834744442254
0.9701889753341675,0.029761455953121185,4.960128717357293e-05
0.9993131160736084,0.00038971315370872617,0.00029717464349232614
0.6915874481201172,0.003983144648373127,0.30442941188812256
0.9400870203971863,0.05986727774143219,4.5715354644926265e-05
0.9553203582763672,0.028616104274988174,0.01606355607509613
0.5429527759552002,0.4567648470401764,0.00028241690597496927
0.9987753033638,0.00031602010130882263,0.0009086088975891471
0.7702249884605408,0.22529229521751404,0.004482748918235302
0.7316545844078064,0.26763731241226196,0.0007080626091919839
0.9146300554275513,0.06234583631157875,0.02302410453557968
0.7901605367660522,0.013348119333386421,0.19649140536785126
0.6587156653404236,0.010983552783727646,0.33030077815055847
0.8579902052879333,0.13149286806583405,0.010516878217458725
0.998722493648529,0.001240566954948008,3.694247789098881e-05
0.9983296990394592,0.0006254203617572784,0.001044919714331627
0.9979788661003113,0.001994325080886483,2.6829971830011345e-05
0.4200947880744934,0.0016172758769243956,0.5782878994941711
0.9955717325210571,0.004412609618157148,1.561441968078725e-05
0.9954507946968079,0.00453484570607543,1.4412285054277163e-05
0.9947545528411865,0.0052294000051915646,1.6102469089673832e-05
0.9691351652145386,0.00041596501250751317,0.03044889122247696
0.8766488432884216,0.0020005630794912577,0.12135064601898193
0.9566423296928406,0.04307015240192413,0.0002875305654015392
