x,y,z,c,g,c_range,g_range
126237.1953,577277.125,1151.6130369999998,0.260297269,-0.0036380490000000004,2,1
125916.4844,575654.4375,1302.823975,0.24144864100000002,-0.003638235,2,1
124583.5156,575894.8125,1857.2641600000002,0.177398622,-0.003638342,1,1
125716.0391,575964.9375,1454.035034,0.24800182899999998,-0.003638703,2,1
125706.0156,576005.0,1454.035034,0.24800182899999998,-0.003638703,2,1
125014.4766,575203.6875,1736.2954100000002,0.19267912199999998,-0.003639334,1,1
125966.5938,575814.6875,1252.420288,0.24754629999999997,-0.003639472,2,1
125425.3906,575063.4375,1383.469849,0.220410109,-0.003639542,2,1
125435.4141,575063.4375,1383.469849,0.220410109,-0.003639542,2,1
124924.2734,575814.6875,1806.8604739999998,0.197025925,-0.003639722,1,1
125485.5234,575995.0,1564.922974,0.239897892,-0.0036400999999999994,2,1
125886.4141,576385.625,1222.1782230000001,0.262880713,-0.0036403720000000002,2,1
125786.1875,575794.6875,1413.712036,0.24580188100000003,-0.0036406290000000003,2,1
125786.1875,575834.75,1413.712036,0.24580188100000003,-0.0036406290000000003,2,1
125054.5625,575995.0,1796.7797850000002,0.20753414899999997,-0.003640729,2,1
123541.2031,575434.0625,2038.7172850000002,0.22301811,-0.0036409470000000003,2,1
123541.2031,575444.0625,2038.7172850000002,0.22301811,-0.0036409470000000003,2,1
125936.5234,575924.875,1161.693726,0.253872395,-0.0036409999999999997,2,1
125936.5234,575934.875,1161.693726,0.253872395,-0.0036409999999999997,2,1
124974.3906,576756.25,1746.3760989999998,0.211186364,-0.0036414309999999997,2,1
124964.3672,576766.25,1746.3760989999998,0.211186364,-0.0036414309999999997,2,1
124974.3906,576766.25,1746.3760989999998,0.211186364,-0.0036414309999999997,2,1
125675.9453,575924.875,1464.1157230000001,0.24568465399999997,-0.0036417999999999997,2,1
123791.7578,575414.0,2018.555786,0.201106831,-0.003642121,2,1
123801.7813,575424.0625,2018.555786,0.201106831,-0.003642121,2,1
123811.8047,575424.0625,2018.555786,0.201106831,-0.003642121,2,1
123811.8047,575444.0625,2028.636597,0.201106831,-0.003642121,2,1
123811.8047,575454.0625,2028.636597,0.201106831,-0.003642121,2,1
123821.8281,575454.0625,2028.636597,0.201106831,-0.003642121,2,1
123831.8516,575454.0625,2028.636597,0.201106831,-0.003642121,2,1
124994.4297,578188.625,1998.394287,0.196577489,-0.0036422579999999998,1,1
125615.8125,576145.25,1423.792725,0.252199739,-0.0036422990000000003,2,1
125615.8125,576155.25,1423.792725,0.252199739,-0.0036422990000000003,2,1
125746.1016,575844.75,1524.6000980000001,0.24555321,-0.00364243,2,1
125766.1484,575894.8125,1524.6000980000001,0.24555321,-0.00364243,2,1
125776.1719,575894.8125,1524.6000980000001,0.24555321,-0.00364243,2,1
125094.6563,576275.4375,1685.8917239999998,0.21817925600000002,-0.0036425909999999997,2,1
125084.6328,576275.4375,1695.972534,0.21817925600000002,-0.0036425909999999997,2,1
125174.8359,576846.4375,1615.326538,0.227195919,-0.003643118,2,1
125295.1016,576215.375,1605.2459720000002,0.230515584,-0.0036432640000000002,2,1
125675.9453,576295.5,1363.30835,0.25875935,-0.003643295,2,1
125585.75,576335.5625,1484.2771,0.252002299,-0.003643378,2,1
125776.1719,576115.1875,1363.30835,0.254483253,-0.003643748,2,1
125896.4375,576485.8125,1242.3396,0.264114827,-0.003644154,2,1
125695.9922,576165.25,1343.1469730000001,0.255973816,-0.0036444959999999997,2,1
125706.0156,576165.25,1343.1469730000001,0.255973816,-0.0036444959999999997,2,1
124804.0078,575624.375,1827.0218510000002,0.189174652,-0.0036445229999999998,1,1
124493.3203,576255.4375,1988.313721,0.166137204,-0.003644609,1,1
124944.3203,575394.0,1816.941284,0.192257509,-0.0036448540000000003,1,1
125966.5938,575814.6875,1242.3396,0.24767375,-0.003645105,2,1
125685.9688,576335.5625,1363.30835,0.259740025,-0.003645114,2,1
125706.0156,576385.625,1373.389038,0.259740025,-0.003645114,2,1
123871.9375,578318.875,1796.7797850000002,0.24610129,-0.0036462070000000003,2,1
124703.7891,578048.4375,2028.636597,0.19698970000000002,-0.0036462309999999998,1,1
125485.5234,576065.125,1554.842285,0.24139872199999998,-0.0036462459999999997,2,1
125485.5234,576075.125,1554.842285,0.24139872199999998,-0.0036462459999999997,2,1
125716.0391,576095.1875,1383.469849,0.252990127,-0.003646317,2,1
125665.9219,576125.1875,1383.469849,0.252990127,-0.003646317,2,1
125575.7266,576045.0625,1474.196411,0.24570992600000002,-0.003646397,2,1
125435.4141,576105.1875,1554.842285,0.240197033,-0.0036469420000000002,2,1
125716.0391,575864.75,1544.761475,0.244202986,-0.0036472009999999997,2,1
125876.3906,576616.0,1292.743286,0.263918877,-0.0036472859999999996,2,1
125876.3906,576626.0625,1292.743286,0.263918877,-0.0036472859999999996,2,1
125275.0547,577026.6875,1655.649536,0.23431575300000002,-0.003647322,2,1
125244.9922,577056.75,1655.649536,0.23431575300000002,-0.003647322,2,1
125255.0078,577056.75,1655.649536,0.23431575300000002,-0.003647322,2,1
124282.8516,576896.5,1937.910034,0.168719426,-0.003647905,1,1
125425.3906,575053.4375,1484.2771,0.21495464399999997,-0.0036480109999999996,2,1
125425.3906,575063.4375,1484.2771,0.21495464399999997,-0.0036480109999999996,2,1
125695.9922,576155.25,1373.389038,0.254690439,-0.003648195,2,1
125726.0547,575914.875,1413.712036,0.24829079199999998,-0.003648503,2,1
124623.6094,575394.0,1877.425537,0.18459801399999998,-0.0036495670000000003,1,1
125916.4844,575654.4375,1413.712036,0.239572972,-0.0036501290000000002,2,1
125585.75,576315.5,1474.196411,0.2528494,-0.00365024,2,1
125435.4141,575764.625,1726.214722,0.23049061,-0.0036503240000000004,2,1
125134.7422,575223.6875,1756.456787,0.19634057600000002,-0.003651217,1,1
125425.3906,575063.4375,1474.196411,0.215373427,-0.003651238,2,1
125435.4141,575063.4375,1474.196411,0.215373427,-0.003651238,2,1
125435.4141,575073.4375,1474.196411,0.215373427,-0.003651238,2,1
125956.5703,575804.6875,1191.935913,0.24894989999999997,-0.003651435,2,1
125645.8828,576095.1875,1433.873535,0.250341415,-0.00365198,2,1
126357.4609,577437.375,1030.6442869999998,0.257927805,-0.003652635,2,1
126367.4844,577437.375,1030.6442869999998,0.257927805,-0.003652635,2,1
126357.4609,577447.4375,1030.6442869999998,0.257927805,-0.003652635,2,1
125214.9219,574993.3125,1504.438599,0.20488511,-0.003652873,2,1
125786.1875,575854.75,1363.30835,0.248323426,-0.00365309,2,1
125786.1875,575834.75,1403.6313480000001,0.245894775,-0.003653166,2,1
125796.2109,575834.75,1403.6313480000001,0.245894775,-0.003653166,2,1
125716.0391,576095.1875,1403.6313480000001,0.25253278,-0.0036539109999999997,2,1
125665.9219,576125.1875,1403.6313480000001,0.25253278,-0.0036539109999999997,2,1
125445.4375,575073.4375,1464.1157230000001,0.21579282,-0.0036546079999999997,2,1
125445.4375,575083.5,1464.1157230000001,0.21579282,-0.0036546079999999997,2,1
125786.1875,575854.75,1373.389038,0.248035699,-0.0036549559999999996,2,1
124633.6328,577487.5,1887.5063480000001,0.201520905,-0.003655034,2,1
124443.2031,575934.875,1958.071411,0.16587348300000002,-0.0036552190000000003,1,1
124443.2031,575944.9375,1958.071411,0.16587348300000002,-0.0036552190000000003,1,1
124433.1875,575934.875,1968.152222,0.16587348300000002,-0.0036552190000000003,1,1
125876.3906,576385.625,1212.0974119999998,0.262407273,-0.003655303,2,1
124643.6563,575954.9375,1847.183472,0.17952194800000001,-0.0036563159999999997,1,1
124373.0547,576726.1875,1978.2329100000002,0.15844444900000001,-0.003656777,1,1
124433.1875,575784.625,1958.071411,0.174122274,-0.003657606,1,1
124433.1875,575794.6875,1958.071411,0.174122274,-0.003657606,1,1
125024.5,575153.5625,1685.8917239999998,0.192411408,-0.0036577140000000003,1,1
125044.5469,575153.5625,1685.8917239999998,0.192411408,-0.0036577140000000003,1,1
124563.4766,575874.8125,1877.425537,0.175642639,-0.003658539,1,1
124553.4531,575844.75,1887.5063480000001,0.175642639,-0.003658539,1,1
124553.4531,575854.75,1887.5063480000001,0.175642639,-0.003658539,1,1
125064.5859,575153.5625,1675.811035,0.194727868,-0.003658583,1,1
125074.6094,575153.5625,1675.811035,0.194727868,-0.003658583,1,1
124493.3203,576255.4375,1978.2329100000002,0.167289913,-0.00365895,1,1
124453.2266,576205.3125,1998.394287,0.167289913,-0.00365895,1,1
123240.5313,575564.25,2048.798096,0.24728193899999998,-0.003659048,2,1
125415.3672,576245.4375,1554.842285,0.24019686899999998,-0.003659216,2,1
123731.625,577767.9375,1716.133911,0.271573454,-0.003660642,2,1
125776.1719,576115.1875,1312.904663,0.25558522300000003,-0.003660712,2,1
125224.9453,576025.0625,1695.972534,0.221963137,-0.0036618859999999996,2,1
125224.9453,576035.0625,1695.972534,0.221963137,-0.0036618859999999996,2,1
125214.9219,576045.0625,1695.972534,0.221963137,-0.0036618859999999996,2,1
125204.8984,576055.0625,1695.972534,0.221963137,-0.0036618859999999996,2,1
125746.1016,575844.75,1514.5192869999998,0.245461524,-0.003662125,2,1
125766.1484,575894.8125,1514.5192869999998,0.245461524,-0.003662125,2,1
124673.7188,575293.8125,1806.8604739999998,0.186458275,-0.003662253,1,1
125104.6797,576195.3125,1706.0531010000002,0.21745427,-0.003662597,2,1
125094.6563,576175.3125,1716.133911,0.21745427,-0.003662597,2,1
125094.6563,576185.3125,1716.133911,0.21745427,-0.003662597,2,1
125214.9219,574993.3125,1554.842285,0.20189251,-0.003663313,2,1
124543.4297,575834.75,1877.425537,0.17928051899999997,-0.003663758,1,1
125896.4375,576475.8125,1232.258911,0.264284015,-0.0036643929999999997,2,1
124022.2734,577938.25,1806.8604739999998,0.241997242,-0.0036646929999999997,2,1
124733.8516,576175.3125,1857.2641600000002,0.186039105,-0.0036656040000000003,1,1
124132.5156,577868.125,1857.2641600000002,0.224726945,-0.003665769,2,1
125706.0156,576005.0,1443.954224,0.24812907,-0.0036662709999999996,2,1
125706.0156,576015.0,1443.954224,0.24812907,-0.0036662709999999996,2,1
125174.8359,576545.9375,1655.649536,0.224107847,-0.003666707,2,1
125144.7656,576565.9375,1685.8917239999998,0.224107847,-0.003666707,2,1
125295.1016,576395.6875,1585.0844730000001,0.232304335,-0.003666999,2,1
125094.6563,575414.0,1867.3448489999998,0.19827345,-0.00366846,1,1
125675.9453,576235.375,1343.1469730000001,0.257752955,-0.003668481,2,1
125675.9453,576245.4375,1343.1469730000001,0.257752955,-0.003668481,2,1
125706.0156,576255.4375,1343.1469730000001,0.257752955,-0.003668481,2,1
125706.0156,576265.4375,1353.227661,0.257752955,-0.003668481,2,1
124804.0078,578158.625,2038.7172850000002,0.19436880899999998,-0.003668562,1,1
125866.3672,576135.25,1191.935913,0.25930523899999997,-0.003669162,2,1
124172.6094,577617.6875,1907.667847,0.21263267100000002,-0.0036692229999999997,2,1
124152.5625,577627.6875,1917.7485350000002,0.21263267100000002,-0.0036692229999999997,2,1
125004.4531,575243.75,1796.7797850000002,0.19341556699999998,-0.0036694229999999998,1,1
125545.6563,576395.6875,1504.438599,0.252542734,-0.003669571,2,1
125545.6563,576405.6875,1504.438599,0.252542734,-0.003669571,2,1
125786.1875,575844.75,1353.227661,0.24837575899999997,-0.003669593,2,1
125786.1875,575854.75,1353.227661,0.24837575899999997,-0.003669593,2,1
125425.3906,575053.4375,1494.35791,0.214120984,-0.003669615,2,1
126237.1953,577277.125,1141.532349,0.260593623,-0.003669849,2,1
126227.1719,577287.125,1141.532349,0.260593623,-0.003669849,2,1
126237.1953,577287.125,1141.532349,0.260593623,-0.003669849,2,1
125415.3672,575043.375,1423.792725,0.215377003,-0.0036707999999999997,2,1
124924.2734,575564.25,1806.8604739999998,0.192133054,-0.003670895,1,1
124453.2266,575754.5625,1927.8292239999998,0.18083016600000001,-0.0036717390000000003,1,1
124453.2266,575774.625,1927.8292239999998,0.18083016600000001,-0.0036717390000000003,1,1
125716.0391,575844.75,1544.761475,0.243862212,-0.003671781,2,1
125716.0391,575854.75,1544.761475,0.243862212,-0.003671781,2,1
125605.7891,575203.6875,1232.258911,0.23124197100000002,-0.0036723579999999997,2,1
124924.2734,575253.75,1746.3760989999998,0.19255638100000003,-0.003672377,1,1
124904.2344,575273.8125,1746.3760989999998,0.19255638100000003,-0.003672377,1,1
124914.25,575273.8125,1746.3760989999998,0.19255638100000003,-0.003672377,1,1
126157.0156,577217.0,1191.935913,0.261677504,-0.0036728579999999998,2,1
125866.3672,576626.0625,1282.6625980000001,0.26409962800000003,-0.0036729059999999997,2,1
125876.3906,576626.0625,1282.6625980000001,0.26409962800000003,-0.0036729059999999997,2,1
125726.0547,575904.8125,1403.6313480000001,0.2484359,-0.003673127,2,1
125726.0547,575914.875,1403.6313480000001,0.2484359,-0.003673127,2,1
125776.1719,575904.8125,1413.712036,0.2484359,-0.003673127,2,1
125766.1484,575944.9375,1413.712036,0.2484359,-0.003673127,2,1
125756.125,575954.9375,1413.712036,0.2484359,-0.003673127,2,1
125766.1484,575954.9375,1413.712036,0.2484359,-0.003673127,2,1
124553.4531,575353.9375,1867.3448489999998,0.188404202,-0.003673312,1,1
124563.4766,575353.9375,1867.3448489999998,0.188404202,-0.003673312,1,1
124563.4766,575363.9375,1867.3448489999998,0.188404202,-0.003673312,1,1
124553.4531,575373.9375,1867.3448489999998,0.188404202,-0.003673312,1,1
124563.4766,575373.9375,1867.3448489999998,0.188404202,-0.003673312,1,1
124563.4766,575384.0,1867.3448489999998,0.188404202,-0.003673312,1,1
126227.1719,577287.125,1131.451538,0.260885477,-0.003673465,2,1
125685.9688,576065.125,1413.712036,0.250607908,-0.003673752,2,1
125685.9688,576075.125,1413.712036,0.250607908,-0.003673752,2,1
125034.5234,575784.625,1806.8604739999998,0.205869615,-0.003674088,2,1
125625.8359,576245.4375,1403.6313480000001,0.254775584,-0.003674394,2,1
125706.0156,576165.25,1333.0661619999998,0.25621631699999997,-0.0036746920000000002,2,1
123871.9375,577687.8125,1776.6184079999998,0.24795050899999999,-0.003675513,2,1
124994.4297,577918.1875,1978.2329100000002,0.19817236100000002,-0.0036760990000000004,1,1
124824.0547,575414.0,1816.941284,0.18823659399999998,-0.003677019,1,1
125876.3906,576385.625,1202.016724,0.262569368,-0.003677512,2,1
125956.5703,575804.6875,1181.855225,0.24909640800000002,-0.003678455,2,1
125224.9453,576485.8125,1605.2459720000002,0.227767408,-0.0036784609999999996,2,1
124152.5625,575394.0,1887.5063480000001,0.191763192,-0.003678678,1,1
125485.5234,575995.0,1554.842285,0.24001209399999998,-0.0036803240000000004,2,1
125685.9688,576335.5625,1353.227661,0.260021687,-0.003680557,2,1
125706.0156,576385.625,1363.30835,0.260021687,-0.003680557,2,1
124353.0078,577106.875,1887.5063480000001,0.178539455,-0.003680622,1,1
124413.1406,575734.5625,1937.910034,0.17839759600000002,-0.0036806490000000002,1,1
124433.1875,575774.625,1937.910034,0.17839759600000002,-0.0036806490000000002,1,1
124403.1172,575764.625,1947.9907230000001,0.17839759600000002,-0.0036806490000000002,1,1
125665.9219,576125.1875,1393.5505369999998,0.25271681,-0.003681329,2,1
125665.9219,575985.0,1433.873535,0.248265609,-0.003681657,2,1
125716.0391,575964.9375,1443.954224,0.248265609,-0.003681657,2,1
123711.5781,575654.4375,2139.524658,0.19882127600000002,-0.00368186,1,1
125144.7656,576245.4375,1665.730225,0.221466154,-0.003682258,2,1
125134.7422,576235.375,1675.811035,0.221466154,-0.003682258,2,1
125124.7188,576225.375,1685.8917239999998,0.221466154,-0.003682258,2,1
125114.7031,576906.5,1635.4880369999998,0.223079786,-0.003682982,2,1
125605.7891,575203.6875,1242.3396,0.231186807,-0.003683197,2,1
125134.7422,575223.6875,1746.3760989999998,0.196819112,-0.003683623,1,1
125866.3672,576135.25,1181.855225,0.259655178,-0.003683638,2,1
124503.3438,576255.4375,1998.394287,0.16284996300000001,-0.003683815,1,1
124503.3438,576265.4375,1998.394287,0.16284996300000001,-0.003683815,1,1
