c0_gbdt_stage1_stack,c1_gbdt_stage1_stack,c2_gbdt_stage1_stack
0.9959957243566882,0.003389324972040513,0.0006149506712711964
0.9951039748571013,0.004634442741954951,0.00026158240094377824
0.8763004019376565,0.11383578328007075,0.009863814782272787
0.9930279931230667,0.00650573948390275,0.00046626739303066045
0.9697274935994544,0.02990803117753003,0.0003644752230154636
0.9499118784406516,0.03111671491525258,0.018971406644095752
0.9961041755243002,0.003623830834416745,0.0002719936412828822
0.999049746033015,0.0008385768715871378,0.00011167709539788426
0.998406119332209,0.0014687026880629045,0.00012517797972823352
0.9952230996641852,0.004074679092288784,0.0007022212435259665
0.9953239179792005,0.004355199331853344,0.0003208826889461499
0.9533077378576803,0.045977623951470564,0.000714638190849234
0.9979550048620173,0.0017577821090123539,0.0002872130289705251
0.940913325315509,0.055331163142224866,0.003755511542266187
0.9965272461750126,0.0031992768168133323,0.00027347700817404163
0.9958796318780982,0.0036339952878595783,0.00048637283404206387
0.9854580125521726,0.013598744809818286,0.0009432426380090543
0.8557850185008744,0.14268317924957305,0.001531802249552596
0.9960031363651218,0.0033374447106924244,0.000659418924185787
0.9989507905185476,0.0009535953132920065,9.561416816045036e-05
0.9245969271825766,0.07460565938009404,0.0007974134373295811
0.9954929255941593,0.0041854293473634775,0.0003216450584772628
0.9957083314590955,0.003961030991632821,0.0003306375492716138
0.9977937307122358,0.0017403581380542519,0.0004659111497100723
0.9936053460017806,0.006015547741095891,0.0003791062571233801
0.8407192428390289,0.15760704173289397,0.001673715428077148
0.8243221262653582,0.17431110343037812,0.0013667703042635985
0.8391209928041082,0.15920847358595921,0.0016705336099325568
0.9989237728369266,0.0009814641726040144,9.476299046944058e-05
0.9961430781384727,0.0035015453457010225,0.00035537651582652886
0.9906881379139749,0.008858596515648956,0.0004532655703760255
0.9963088814481073,0.0030997239968541678,0.0005913945550386607
0.9909341275657318,0.008625271403610583,0.00044060103065771963
0.9944662703161588,0.005109470719179479,0.0004242589646616159
0.9882635993302349,0.011278329199017851,0.0004580714707471096
0.9948980508587216,0.004760733294766688,0.0003412158465115626
0.8198869206998322,0.1784243582495875,0.001688721050580465
0.8145288210386081,0.18379349398842226,0.0016776849729695494
0.9966163732302412,0.002666553120728601,0.0007170736490300185
0.9949060793918213,0.00467066596255027,0.0004232546456287075
0.9949060793918213,0.00467066596255027,0.0004232546456287075
0.994790567865127,0.004842536414307253,0.0003668957205658151
0.9962849203301284,0.0035274392569325736,0.00018764041293903161
0.7836269100919816,0.21324126980352862,0.0031318201044897953
0.9963886622545153,0.003261853539501264,0.0003494842059832975
0.9964014388849587,0.0032231108927809776,0.00037545022226006424
0.9911739210838842,0.008327315288314222,0.0004987636278016885
0.5882425878201506,0.4097450685587297,0.0020123436211197583
