c0_xgb_stage1_stack,c1_xgb_stage1_stack,c2_xgb_stage1_stack
0.999108612537384,0.0007646078011021018,0.00012671900913119316
0.9979856014251709,0.0020068984013050795,7.4831923484453e-06
0.8795546889305115,0.11991748958826065,0.0005278271855786443
0.9981163740158081,0.001858421484939754,2.5224731871276163e-05
0.9984595775604248,0.0015373333590105176,3.1106410460779443e-06
0.9782695770263672,0.004784346092492342,0.01694601960480213
0.9992544054985046,0.0007400570902973413,5.460362899611937e-06
0.999984622001648,1.5175602129602339e-05,2.248889217071337e-07
0.9999852180480957,1.4516703231493011e-05,2.0868615990821127e-07
0.9987438321113586,0.0012132445117458701,4.295772305340506e-05
0.9984424710273743,0.0015517472056671977,5.826748292747652e-06
0.9848523736000061,0.015117119997739792,3.049190308956895e-05
0.9998284578323364,0.0001611619518371299,1.0384375855210237e-05
0.9667329788208008,0.03304651007056236,0.00022046247613616288
0.9995844960212708,0.0004110555164515972,4.413385340740206e-06
0.9992654919624329,0.0007002588827162981,3.4226144634885713e-05
0.9974448680877686,0.0024454439990222454,0.00010971861047437415
0.8964526057243347,0.10325340926647186,0.00029403777443803847
0.9998015761375427,0.00018170330440625548,1.6779833458713256e-05
0.9999923706054688,7.521580755565083e-06,1.1616801032232615e-07
0.9546170830726624,0.04526033252477646,0.0001225198502652347
0.9993290901184082,0.0006667472189292312,4.182324573775986e-06
0.999603807926178,0.0003801849379669875,1.6074194718385115e-05
0.9999266862869263,6.377224781317636e-05,9.563133062329143e-06
0.9991021156311035,0.0008911049226298928,6.845166808489012e-06
0.8812631964683533,0.11825213581323624,0.0004846605588681996
0.8829364776611328,0.11688771098852158,0.00017587172624189407
0.8503193855285645,0.1491352617740631,0.0005454224301502109
0.999992847442627,7.096432000253117e-06,9.205903950260108e-08
0.9998237490653992,0.00017114143702201545,5.182707354833838e-06
0.9967771172523499,0.003202660707756877,2.0272258552722633e-05
0.9993170499801636,0.0006599160260520875,2.2989921490079723e-05
0.9986039996147156,0.0013672343920916319,2.8774660677299835e-05
0.999747097492218,0.00023558145039714873,1.7311900592176244e-05
0.9966663718223572,0.003302887314930558,3.070473758270964e-05
0.9988964796066284,0.001096902065910399,6.535344255098607e-06
0.8708044290542603,0.12874948978424072,0.00044603910646401346
0.8696238398551941,0.12994840741157532,0.0004278068954590708
0.9998142123222351,0.00014316868328023702,4.270264980732463e-05
0.9993394017219543,0.0006496301502920687,1.0945423127850518e-05
0.9993394017219543,0.0006496301502920687,1.0945423127850518e-05
0.9996649026870728,0.0003235252806916833,1.157043607236119e-05
0.9988856911659241,0.0011122149880975485,2.089113422698574e-06
0.7659808397293091,0.23128078877925873,0.002738324226811528
0.9998501539230347,0.00013922018115408719,1.0577448847470805e-05
0.9994125366210938,0.0005393691244535148,4.808284211321734e-05
0.9983507394790649,0.001621513394638896,2.7772361136157997e-05
0.6473164558410645,0.3516463339328766,0.001037251204252243
0.7366184592247009,0.2630901336669922,0.0002913765492849052
0.999112069606781,0.0008731874986551702,1.4721787010785192e-05
0.9999940395355225,5.849565695825731e-06,1.6179549788830627e-07
0.9997294545173645,0.0002626907080411911,7.89388741395669e-06
0.9573070406913757,0.042500197887420654,0.000192687104572542
0.9195876121520996,0.08019852638244629,0.00021384924184530973
0.9999911785125732,8.664304914418608e-06,1.483641938193614e-07
0.9996613264083862,0.0003317640221212059,6.88828777128947e-06
0.999031662940979,0.0009535630815662444,1.4730713701283094e-05
0.9998332262039185,0.00016039989714045078,6.3541833696945105e-06
0.9996052384376526,0.0003908077487722039,3.954498879465973e-06
0.9995934367179871,0.0004020621709059924,4.5488300202123355e-06
0.2573487162590027,0.14596356451511383,0.5966876745223999
0.9988870024681091,0.001103224465623498,9.76878436631523e-06
0.9791745543479919,0.0046919467858970165,0.016133500263094902
0.999243974685669,0.0007525146356783807,3.4814991067833034e-06
0.9996424913406372,0.0003526163345668465,4.882042048848234e-06
0.9999818801879883,1.793793671822641e-05,1.595752650018767e-07
0.9964853525161743,0.0033767709974199533,0.00013782047608401626
0.9910009503364563,0.008928152732551098,7.09114974597469e-05
0.9998077750205994,0.00018280498625244945,9.470155418966897e-06
0.9997780919075012,0.00021225819364190102,9.71165718510747e-06
0.9989101886749268,0.0010815022978931665,8.358133527508471e-06
0.9805383086204529,0.01916380785405636,0.00029788294341415167
0.9998433589935303,0.00015026597247924656,6.306217983365059e-06
0.9994934797286987,0.000500669062603265,5.807537945656804e-06
0.9988439083099365,0.0011496534571051598,6.389195732481312e-06
0.924720048904419,0.07501990348100662,0.0002600036095827818
0.9992741942405701,0.0007221631240099669,3.59372938874003e-06
0.9999220371246338,7.292438385775313e-05,5.013766440242762e-06
0.7739167213439941,0.22576452791690826,0.0003187464317306876
0.999862551689148,0.0001275228860322386,9.945135388989002e-06
0.40824395418167114,0.5659201741218567,0.025835851207375526
0.41180384159088135,0.5621349811553955,0.02606114000082016
0.4943668246269226,0.4908502697944641,0.014782886020839214
0.4986864924430847,0.48640143871307373,0.014912055805325508
0.46458542346954346,0.5170497298240662,0.018364815041422844
0.5564975142478943,0.4319848120212555,0.011517670936882496
0.9981243014335632,0.0018562717596068978,1.942871676874347e-05
0.9985508322715759,0.0014376600738614798,1.151208834926365e-05
0.999583899974823,0.00040484301280230284,1.1204670954612084e-05
0.9992252588272095,0.0007279046112671494,4.6818360715406016e-05
0.9996917247772217,0.0003063426411245018,2.0100674191780854e-06
0.7691425681114197,0.23065319657325745,0.0002042097767116502
0.9997093081474304,0.00028189262957312167,8.730772606213577e-06
0.9996347427368164,0.0003512970288284123,1.3984368706587702e-05
0.9990648627281189,0.0009255656041204929,9.612828762328718e-06
0.9979535341262817,0.002031522337347269,1.4898979316058103e-05
0.9997255206108093,0.00027230376144871116,2.1835612642462365e-06
0.9987157583236694,0.0012706111883744597,1.3656936971528921e-05
0.9987130165100098,0.0012609782861545682,2.602457425382454e-05
0.999017596244812,0.0009543466148898005,2.8052427296643145e-05
0.9994912147521973,0.0005016388604417443,7.087436188157881e-06
0.9989608526229858,0.0010326177580282092,6.573232440132415e-06
0.9987673759460449,0.001228727982379496,3.873372406815179e-06
0.9999940395355225,5.7956258388003334e-06,1.57772234388176e-07
0.9992621541023254,0.000725028570741415,1.2777422853105236e-05
0.9999203681945801,7.398940942948684e-05,5.659253019985044e-06
0.9999178647994995,7.347577775362879e-05,8.600758519605733e-06
0.9996083378791809,0.00037946910015307367,1.2277901987545192e-05
0.9985013008117676,0.0014916416257619858,7.112088042049436e-06
0.9997016787528992,0.00029243144672363997,5.911831067351159e-06
0.9997596144676208,0.00023168617917690426,8.754749615036417e-06
0.9996113181114197,0.0003840594145003706,4.614574663719395e-06
0.9998284578323364,0.00016628381854388863,5.202986358199269e-06
0.998428463935852,0.001558015588670969,1.3546578884415794e-05
0.9998892545700073,0.00010846243822015822,2.2760461888537975e-06
0.9991764426231384,0.0008144120220094919,9.071608474187087e-06
0.848095715045929,0.14822755753993988,0.0036767064593732357
0.8957114219665527,0.10399360954761505,0.0002949203772004694
0.7843720316886902,0.2151746302843094,0.0004533150640781969
