c0_rf_stage1_stack,c1_rf_stage1_stack,c2_rf_stage1_stack
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.997,0.003,0.0
0.9836666666666666,0.011,0.005333333333333333
0.9973333333333334,0.002,0.0006666666666666666
1.0,0.0,0.0
1.0,0.0,0.0
0.9915,0.0085,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.998,0.002,0.0
0.22357142857142856,0.7684285714285715,0.008
1.0,0.0,0.0
0.8489904761904761,0.047799999999999995,0.10320952380952379
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.9800666666666666,0.01993333333333333,0.0
1.0,0.0,0.0
0.8521666666666666,0.14783333333333332,0.0
0.9936666666666667,0.006333333333333333,0.0
1.0,0.0,0.0
0.998,0.002,0.0
0.9935,0.0065,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.07336666666666666,0.9196333333333333,0.007
1.0,0.0,0.0
0.9995,0.0005,0.0
0.9993333333333334,0.0006666666666666666,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.9903333333333334,0.009666666666666665,0.0
0.982,0.014,0.004
0.998,0.002,0.0
1.0,0.0,0.0
0.9926666666666666,0.007333333333333333,0.0
1.0,0.0,0.0
0.999,0.001,0.0
0.9876666666666666,0.012333333333333332,0.0
0.8838095238095236,0.11619047619047619,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.996,0.004,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.999,0.001,0.0
1.0,0.0,0.0
0.9938333333333333,0.006166666666666666,0.0
0.9871666666666665,0.012833333333333334,0.0
0.9907333333333334,0.009266666666666666,0.0
0.9719999999999999,0.027999999999999997,0.0
0.8087000000000001,0.19130000000000008,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.21810000000000004,0.7762333333333332,0.005666666666666666
0.7192666666666665,0.28073333333333333,0.0
0.9916666666666666,0.008333333333333331,0.0
0.9986666666666667,0.0013333333333333333,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.9643333333333334,0.02333333333333333,0.012333333333333332
0.8772666666666666,0.12073333333333332,0.002
1.0,0.0,0.0
0.9926666666666666,0.007333333333333333,0.0
0.9886666666666666,0.011333333333333332,0.0
0.9873333333333334,0.012666666666666666,0.0
1.0,0.0,0.0
0.996,0.0,0.004
0.9318666666666668,0.06813333333333332,0.0
0.9995,0.0005,0.0
1.0,0.0,0.0
0.998,0.002,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.3660333333333333,0.0068,0.6271666666666667
0.4340333333333333,0.0068,0.5591666666666667
0.7925023809523809,0.022333333333333337,0.18516428571428573
1.0,0.0,0.0
0.998,0.002,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.9958333333333332,0.004166666666666666,0.0
1.0,0.0,0.0
0.998,0.002,0.0
0.8742666666666667,0.12373333333333333,0.002
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.9706666666666668,0.028666666666666667,0.0006666666666666666
0.998,0.002,0.0
0.05648333333333334,0.9435166666666667,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.996,0.004,0.0
0.9946666666666666,0.003333333333333333,0.002
0.998,0.002,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.8854333333333332,0.10990000000000001,0.004666666666666667
0.9843333333333334,0.015666666666666666,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.7191000000000001,0.2809,0.0
1.0,0.0,0.0
0.9789666666666667,0.02103333333333333,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.7865000000000001,0.20949999999999996,0.004
1.0,0.0,0.0
1.0,0.0,0.0
0.998,0.002,0.0
0.998,0.002,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.998,0.002,0.0
0.998,0.002,0.0
0.9962666666666666,0.0037333333333333333,0.0
1.0,0.0,0.0
0.4495333333333333,0.5504666666666667,0.0
0.998,0.002,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.994,0.006,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.998,0.002,0.0
0.9869666666666667,0.01303333333333333,0.0
1.0,0.0,0.0
0.9242666666666666,0.026,0.049733333333333345
0.973,0.026333333333333334,0.0006666666666666666
1.0,0.0,0.0
0.9953333333333334,0.004666666666666667,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.9002571428571429,0.09774285714285713,0.002
0.998,0.002,0.0
0.998,0.002,0.0
0.9447,0.0553,0.0
0.6457952380952381,0.354204761904762,0.0
1.0,0.0,0.0
0.9973333333333333,0.0026666666666666666,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.997,0.003,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.30323333333333335,0.007333333333333333,0.6894333333333332
1.0,0.0,0.0
0.9866666666666667,0.013333333333333332,0.0
1.0,0.0,0.0
0.998,0.002,0.0
1.0,0.0,0.0
0.998,0.002,0.0
0.9868666666666667,0.013133333333333334,0.0
0.8665,0.1295,0.004
0.996,0.004,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.7142666666666667,0.2857333333333333,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.9201999999999999,0.021166666666666667,0.05863333333333334
1.0,0.0,0.0
0.7919428571428568,0.2044571428571429,0.0036
0.9943333333333333,0.004666666666666666,0.001
0.9966666666666666,0.003333333333333333,0.0
0.999,0.001,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.998,0.002,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.97,0.03,0.0
1.0,0.0,0.0
0.9938333333333333,0.006166666666666667,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.8761666666666666,0.09236666666666667,0.031466666666666664
1.0,0.0,0.0
1.0,0.0,0.0
0.998,0.0015,0.0005
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.9986666666666666,0.0013333333333333333,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.9985,0.0015,0.0
1.0,0.0,0.0
0.998,0.002,0.0
0.9423666666666668,0.057633333333333335,0.0
0.998,0.002,0.0
1.0,0.0,0.0
0.9983333333333334,0.0016666666666666666,0.0
1.0,0.0,0.0
0.998,0.0,0.002
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.8635428571428571,0.1364571428571429,0.0
0.15899999999999997,0.841,0.0
0.21389999999999998,0.14586666666666667,0.6402333333333333
0.9823333333333334,0.017666666666666664,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.998,0.0015,0.0005
0.9374666666666666,0.030166666666666668,0.03236666666666666
0.9593333333333334,0.033666666666666664,0.007
0.9559666666666667,0.036366666666666665,0.007666666666666667
0.9205333333333332,0.07946666666666667,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.981,0.01633333333333333,0.0026666666666666666
0.9966666666666666,0.003333333333333333,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.9845,0.0155,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.9955,0.0045,0.0
0.9966666666666667,0.003333333333333333,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.998,0.002,0.0
1.0,0.0,0.0
0.8831166666666667,0.11688333333333334,0.0
1.0,0.0,0.0
0.994,0.006,0.0
0.9674238095238097,0.032576190476190474,0.0
0.9316,0.0684,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.9887999999999999,0.008,0.0032
0.99,0.008,0.002
0.9865,0.0095,0.004
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.8889666666666667,0.09183333333333334,0.019200000000000002
0.9992000000000001,0.0008,0.0
1.0,0.0,0.0
0.676796031746032,0.32320396825396824,0.0
0.8600571428571427,0.13994285714285715,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.10966666666666668,0.43049047619047615,0.4598428571428572
0.99,0.01,0.0
0.8690666666666667,0.13093333333333335,0.0
0.9278333333333334,0.07216666666666666,0.0
0.3330666666666667,0.6652666666666668,0.0016666666666666666
0.5367809523809525,0.46081904761904774,0.0024
1.0,0.0,0.0
1.0,0.0,0.0
0.996,0.004,0.0
1.0,0.0,0.0
0.9987999999999999,0.0012,0.0
0.8888333333333334,0.11116666666666668,0.0
0.997,0.003,0.0
0.7193333333333334,0.2806666666666666,0.0
0.8384095238095239,0.007333333333333333,0.15425714285714284
1.0,0.0,0.0
0.613,0.387,0.0
0.2799833333333333,0.7200166666666664,0.0
0.7585428571428573,0.24145714285714284,0.0
0.9813333333333334,0.018666666666666668,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.996,0.004,0.0
0.6817047619047618,0.313295238095238,0.005
0.5797666666666664,0.011166666666666667,0.4090666666666667
0.004,0.868,0.128
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.996,0.004,0.0
0.8671666666666666,0.11693333333333332,0.0159
0.8546333333333335,0.11803333333333334,0.027333333333333334
1.0,0.0,0.0
0.9523333333333334,0.04566666666666666,0.002
0.9986666666666667,0.0013333333333333333,0.0
0.9425000000000001,0.0575,0.0
0.9046904761904763,0.048833333333333326,0.046476190476190476
1.0,0.0,0.0
0.9579999999999999,0.042,0.0
0.994,0.006,0.0
0.998,0.002,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.9356500000000001,0.06434999999999999,0.0
1.0,0.0,0.0
0.984,0.007,0.009
1.0,0.0,0.0
0.9746333333333334,0.025366666666666662,0.0
0.9569666666666666,0.0367,0.006333333333333333
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.9865,0.0135,0.0
0.994,0.006,0.0
0.9010857142857144,0.09324761904761905,0.005666666666666667
0.9986666666666667,0.0013333333333333333,0.0
0.999,0.001,0.0
0.9992000000000001,0.0008,0.0
0.9946666666666666,0.005333333333333333,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.998,0.002,0.0
0.9953333333333334,0.004666666666666666,0.0
0.9973333333333334,0.0026666666666666666,0.0
1.0,0.0,0.0
0.992,0.008,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.8870626984126985,0.1129373015873016,0.0
0.6581285714285715,0.3418714285714285,0.0
1.0,0.0,0.0
0.259247619047619,0.7407523809523809,0.0
0.998,0.002,0.0
0.9905333333333334,0.009466666666666667,0.0
0.38751904761904776,0.6124809523809527,0.0
0.998,0.002,0.0
0.9435,0.0565,0.0
1.0,0.0,0.0
0.3450666666666667,0.6549333333333333,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.8394476190476191,0.10624761904761906,0.0543047619047619
1.0,0.0,0.0
1.0,0.0,0.0
0.999,0.001,0.0
1.0,0.0,0.0
0.9619,0.0381,0.0
0.998,0.002,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.7177166666666668,0.2822833333333334,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.984,0.016,0.0
0.998,0.002,0.0
1.0,0.0,0.0
0.9492666666666667,0.05073333333333333,0.0
0.9983333333333334,0.0016666666666666666,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.9988571428571429,0.0011428571428571427,0.0
1.0,0.0,0.0
0.0257,0.9722999999999999,0.002
0.9993333333333334,0.0006666666666666666,0.0
0.9102666666666668,0.08973333333333335,0.0
0.9330000000000002,0.067,0.0
0.9945,0.0055,0.0
0.09288333333333333,0.9071166666666667,0.0
0.9993333333333333,0.0006666666666666666,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.8736666666666667,0.01,0.11633333333333334
1.0,0.0,0.0
0.9806666666666668,0.019333333333333334,0.0
1.0,0.0,0.0
0.996,0.004,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.9986666666666667,0.0013333333333333333,0.0
0.9506904761904763,0.021976190476190476,0.02733333333333333
1.0,0.0,0.0
0.9925,0.0075,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.7833476190476188,0.21465238095238096,0.002
0.9996,0.0004,0.0
0.948,0.046,0.006
0.9876666666666667,0.012333333333333332,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.954,0.044,0.002
1.0,0.0,0.0
0.998,0.002,0.0
1.0,0.0,0.0
0.998,0.002,0.0
1.0,0.0,0.0
0.7022904761904764,0.29720952380952387,0.0005
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.9258,0.057133333333333335,0.017066666666666667
0.9128,0.06420000000000001,0.023
1.0,0.0,0.0
0.998,0.002,0.0
0.779846825396825,0.15336507936507937,0.06678809523809527
0.9630000000000001,0.037,0.0
1.0,0.0,0.0
0.6555,0.11163333333333336,0.23286666666666667
1.0,0.0,0.0
0.998,0.002,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.994,0.006,0.0
0.994,0.006,0.0
0.9242,0.07446666666666667,0.0013333333333333333
0.998,0.002,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.5648103174603173,0.27913730158730155,0.156052380952381
0.992,0.008,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.9926666666666667,0.007333333333333333,0.0
0.9953333333333334,0.004666666666666666,0.0
1.0,0.0,0.0
0.998,0.002,0.0
1.0,0.0,0.0
0.999,0.001,0.0
1.0,0.0,0.0
0.9966666666666667,0.003333333333333333,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.998,0.002,0.0
1.0,0.0,0.0
0.998,0.002,0.0
1.0,0.0,0.0
0.17349999999999996,0.8265000000000001,0.0
1.0,0.0,0.0
0.998,0.002,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.9828,0.006,0.0112
0.994,0.006,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.08923333333333332,0.9107666666666667,0.0
0.9905,0.0085,0.001
0.8934619047619048,0.09987142857142857,0.006666666666666666
1.0,0.0,0.0
0.9831666666666667,0.016833333333333336,0.0
0.9986666666666666,0.0013333333333333333,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.997,0.002,0.001
0.7755428571428572,0.21912380952380947,0.005333333333333333
1.0,0.0,0.0
0.998,0.0,0.002
0.998,0.0,0.002
0.6328619047619047,0.36513809523809515,0.002
0.8503000000000001,0.14969999999999997,0.0
0.3304761904761905,0.6695238095238095,0.0
1.0,0.0,0.0
0.998,0.002,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.8388333333333332,0.15916666666666665,0.002
1.0,0.0,0.0
0.9993333333333334,0.0006666666666666666,0.0
1.0,0.0,0.0
0.999,0.001,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.9966666666666667,0.003333333333333333,0.0
1.0,0.0,0.0
0.99,0.01,0.0
1.0,0.0,0.0
0.9562666666666666,0.04306666666666667,0.0006666666666666666
1.0,0.0,0.0
0.9918666666666667,0.008133333333333333,0.0
0.998,0.002,0.0
1.0,0.0,0.0
0.9966666666666666,0.002,0.0013333333333333333
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.8098857142857142,0.1901142857142857,0.0
0.9672999999999999,0.0327,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.9745666666666667,0.025433333333333332,0.0
1.0,0.0,0.0
0.9953333333333333,0.004666666666666666,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.9576666666666667,0.04233333333333333,0.0
0.9591333333333333,0.04086666666666667,0.0
0.998,0.002,0.0
1.0,0.0,0.0
0.9986666666666666,0.0013333333333333333,0.0
0.995,0.005,0.0
0.9884,0.0116,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.998,0.002,0.0
1.0,0.0,0.0
0.7363333333333333,0.2636666666666666,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.9985714285714286,0.0,0.0014285714285714286
0.6565904761904765,0.3329095238095239,0.0105
0.9197000000000001,0.0803,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.9623666666666667,0.03763333333333333,0.0
1.0,0.0,0.0
0.1896,0.008400000000000001,0.802
0.995,0.005,0.0
1.0,0.0,0.0
0.998,0.002,0.0
0.997,0.003,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.008333333333333333,0.6637536796536796,0.327912987012987
1.0,0.0,0.0
0.595972222222222,0.4000277777777778,0.004
0.20463333333333333,0.7953666666666668,0.0
1.0,0.0,0.0
0.9966666666666666,0.003333333333333333,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.5939666666666665,0.4040333333333333,0.002
0.055,0.945,0.0
1.0,0.0,0.0
0.9948666666666667,0.005133333333333333,0.0
0.9986666666666666,0.0013333333333333333,0.0
0.20026666666666668,0.7997333333333333,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.949,0.051,0.0
0.998,0.002,0.0
0.606857142857143,0.3881428571428573,0.005
1.0,0.0,0.0
1.0,0.0,0.0
0.991,0.0005,0.0085
0.9966666666666666,0.003333333333333333,0.0
0.355,0.6446,0.0004
1.0,0.0,0.0
0.996,0.004,0.0
0.9993333333333333,0.0,0.0006666666666666666
0.9993333333333333,0.0,0.0006666666666666666
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.9958571428571429,0.004142857142857143,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.987,0.006,0.007
0.8304,0.16960000000000003,0.0
1.0,0.0,0.0
0.9807,0.013300000000000001,0.006
0.999,0.001,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.994,0.006,0.0
0.994,0.006,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.992,0.008,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.6791428571428572,0.32085714285714284,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.9953333333333333,0.004666666666666666,0.0
1.0,0.0,0.0
0.9477333333333332,0.020266666666666665,0.032
1.0,0.0,0.0
0.9351,0.06489999999999999,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.999,0.001,0.0
1.0,0.0,0.0
0.9883333333333333,0.011666666666666665,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.9973333333333334,0.0026666666666666666,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.9292999999999999,0.0707,0.0
1.0,0.0,0.0
0.996,0.002,0.002
1.0,0.0,0.0
1.0,0.0,0.0
0.8128333333333333,0.1858333333333333,0.0013333333333333333
1.0,0.0,0.0
0.9923333333333334,0.007666666666666666,0.0
0.9645333333333336,0.03546666666666667,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.998,0.002,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.998,0.002,0.0
0.6203666666666664,0.3796333333333334,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.998,0.002,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.972,0.028,0.0
0.05211904761904761,0.9458809523809525,0.002
0.996,0.004,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.996,0.004,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.998,0.002,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.9946666666666666,0.005333333333333333,0.0
0.998,0.002,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.998,0.002,0.0
0.9966666666666666,0.003333333333333333,0.0
1.0,0.0,0.0
0.9590380952380954,0.040961904761904755,0.0
1.0,0.0,0.0
0.966,0.02,0.014
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.8587666666666667,0.14123333333333332,0.0
1.0,0.0,0.0
0.8381833333333334,0.1618166666666667,0.0
1.0,0.0,0.0
0.989,0.011,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.999,0.001,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.998,0.002,0.0
0.996,0.004,0.0
0.998,0.002,0.0
1.0,0.0,0.0
0.9720000000000001,0.028000000000000004,0.0
1.0,0.0,0.0
