c0_xgb_stage2_stack,c1_xgb_stage2_stack,c2_xgb_stage2_stack
0.9981275200843811,0.0018418778199702501,3.065435521421023e-05
0.9988638162612915,0.0011249397648498416,1.1216733582841698e-05
0.9454770684242249,0.05445173382759094,7.125660340534523e-05
0.9998642206192017,0.0001336767163593322,2.0380873593239812e-06
0.6691327095031738,0.3306114971637726,0.00025585730327293277
0.9917560815811157,0.008118605241179466,0.0001253184163942933
0.999870777130127,0.00012554902059491724,3.6195494885760127e-06
0.9999040365219116,9.463054448133335e-05,1.3366100120038027e-06
0.9998528957366943,0.0001435908634448424,3.497662191875861e-06
0.9999212026596069,7.572400500066578e-05,3.044418917852454e-06
0.9998061060905457,0.00018507898494135588,8.82637505128514e-06
0.9938777089118958,0.005998123437166214,0.00012412952492013574
0.9999377727508545,5.8156550949206576e-05,4.035182428197004e-06
0.9845690727233887,0.015070551075041294,0.0003604079829528928
0.9998418092727661,0.00015383448044303805,4.309739324526163e-06
0.999933123588562,6.590962584596127e-05,9.748385991770192e-07
0.9996674060821533,0.00033057283144444227,1.9953827177232597e-06
0.9387066960334778,0.061196375638246536,9.691723244031891e-05
0.9999314546585083,6.75995324854739e-05,9.825332654145313e-07
0.9998520612716675,0.0001458414044464007,2.06692197934899e-06
0.9957940578460693,0.004092377610504627,0.00011355222522979602
0.9999014139175415,9.200670319842175e-05,6.553501862072153e-06
0.9999327659606934,6.559369649039581e-05,1.6477456483698916e-06
0.9999196529388428,7.600293611176312e-05,4.303942205297062e-06
0.9997310042381287,0.0002644181076902896,4.590099251799984e-06
0.9270185828208923,0.0729551836848259,2.626128843985498e-05
0.9222091436386108,0.07774122804403305,4.9645648687146604e-05
0.8975219130516052,0.10244520008563995,3.287906656623818e-05
0.9998514652252197,0.0001464555534766987,2.0388602024468128e-06
0.9999197721481323,7.939838542370126e-05,7.784938702570798e-07
0.9996138215065002,0.0003804810985457152,5.720043191104196e-06
0.999943733215332,5.373066233005375e-05,2.4964626845758175e-06
0.9998418092727661,0.00015715713379904628,1.0604281897030887e-06
0.9998669624328613,0.00013126141857355833,1.7100591094276751e-06
0.999685525894165,0.00031055332510732114,3.941592694900464e-06
0.9998123049736023,0.00018044584430754185,7.228538379422389e-06
0.8569642305374146,0.14248599112033844,0.0005497853853739798
0.8308437466621399,0.16864533722400665,0.0005109471385367215
0.9999504089355469,4.7556128265568987e-05,2.073251607725979e-06
0.9998425245285034,0.0001541991368867457,3.303968469481333e-06
0.9998425245285034,0.0001541991368867457,3.303968469481333e-06
0.9999194145202637,7.811858813511208e-05,2.493608690201654e-06
0.9998262524604797,0.00016998843057081103,3.82838879886549e-06
0.7191510796546936,0.2760862112045288,0.004762709140777588
0.9999067783355713,9.239514474757016e-05,7.804387678334024e-07
0.9996601343154907,0.0003182595537509769,2.161289557989221e-05
0.9998763799667358,0.00012080839951522648,2.8380325147736585e-06
0.7885085940361023,0.21005643904209137,0.0014349492266774178
0.7532981634140015,0.24649977684020996,0.0002020067913690582
0.9999102354049683,8.770113345235586e-05,2.0776353721885243e-06
0.9999092817306519,8.598548447480425e-05,4.704115781350993e-06
0.9999097585678101,8.773404988460243e-05,2.50779339694418e-06
0.9514110088348389,0.048337422311306,0.000251622375799343
0.9694706201553345,0.03047851286828518,5.086611054139212e-05
0.9999140501022339,8.485957368975505e-05,1.042949747898092e-06
0.9998292922973633,0.00016882893396541476,1.8146311049349606e-06
0.9998605251312256,0.00013686114107258618,2.5727108550199773e-06
0.9999234676361084,7.476306927856058e-05,1.8051460983770085e-06
0.999902606010437,9.468060306971893e-05,2.6828458885574946e-06
0.999902606010437,9.468060306971893e-05,2.6828458885574946e-06
0.3139946162700653,0.14723284542560577,0.5387725234031677
0.99986732006073,0.00012461670849006623,8.056989827309735e-06
0.9989411234855652,0.0009880033321678638,7.089674909366295e-05
0.9998798370361328,0.00011267967784078792,7.489942163374508e-06
0.9999072551727295,8.993617666419595e-05,2.8418578494893154e-06
0.9998624324798584,0.00013569704606197774,1.8641570704858168e-06
0.9993466734886169,0.0006320210522972047,2.1340598323149607e-05
0.9974749684333801,0.002457250375300646,6.771973130526021e-05
0.9999525547027588,4.6827779442537576e-05,5.596982646238757e-07
0.9998883008956909,0.00011099061521235853,6.649704005212698e-07
0.9998990297317505,9.820686682360247e-05,2.7099963517684955e-06
0.9956281185150146,0.004304639995098114,6.720463716192171e-05
0.9999328851699829,6.63910832372494e-05,6.640773335675476e-07
0.9998987913131714,9.472901001572609e-05,6.41313090454787e-06
0.999811589717865,0.0001783118350431323,1.0070310054288711e-05
0.9606826901435852,0.03924567252397537,7.168276351876557e-05
0.9998912811279297,0.00010197503434028476,6.7783985286951065e-06
0.999937891960144,5.815655822516419e-05,3.97179019273608e-06
0.8053684234619141,0.1944960653781891,0.00013553889584727585
0.9998782873153687,0.00011973116488661617,1.915867414936656e-06
0.40531525015830994,0.5844350457191467,0.010249712504446507
0.3318665623664856,0.6616902947425842,0.00644310936331749
0.36874300241470337,0.6300593614578247,0.001197595614939928
0.5756571888923645,0.42294007539749146,0.0014027890283614397
0.6518880724906921,0.3461439907550812,0.0019678997341543436
0.6357311010360718,0.362826943397522,0.0014419539365917444
0.9999082088470459,8.995813550427556e-05,1.8566432800071198e-06
0.9998205304145813,0.00017618088168092072,3.3238850392081076e-06
0.9999068975448608,9.230744035448879e-05,7.354149147431599e-07
0.9995421171188354,0.00044168613385409117,1.620931288925931e-05
0.9998088479042053,0.00018969994562212378,1.4657687188446289e-06
0.8187175393104553,0.18118955194950104,9.28548033698462e-05
0.9998942613601685,0.00010350775119150057,2.171104597437079e-06
0.9998143315315247,0.00018457233090884984,1.1547542726475513e-06
0.9998399019241333,0.00015774575877003372,2.340392939004232e-06
0.9992256164550781,0.0007703704759478569,3.965850282838801e-06
0.9998888969421387,0.00010819493036251515,2.836731255229097e-06
0.9997575879096985,0.00023863407841417938,3.775445748033235e-06
0.9993676543235779,0.0006259327055886388,6.431780093407724e-06
0.9998353719711304,0.0001606134610483423,3.935710992664099e-06
0.9998239874839783,0.00017330041737295687,2.7455341751192464e-06
0.999869704246521,0.00012751018221024424,2.7375126592232846e-06
0.9998252987861633,0.0001667374453973025,7.940628165670205e-06
0.9999022483825684,9.679210052127019e-05,9.815024668569095e-07
0.9999067783355713,9.098889131564647e-05,2.167424327126355e-06
0.9999473094940186,5.0074831960955635e-05,2.6667137262847973e-06
0.9999489784240723,5.0339120207354426e-05,7.350587907239969e-07
0.9997003078460693,0.0002983420854434371,1.3252478083813912e-06
0.9998788833618164,0.00011252365220570937,8.566705218981951e-06
0.999845027923584,0.0001520411460660398,2.8997960725973826e-06
0.9999338388442993,6.434274109778926e-05,1.7563513665663777e-06
0.9999139308929443,8.345522655872628e-05,2.6338866518926807e-06
0.9999080896377563,9.085244528250769e-05,1.0238601362289046e-06
0.9998428821563721,0.0001542575773783028,2.8559979909914546e-06
0.9999227523803711,7.242382707772776e-05,4.7870667003735434e-06
0.9998538494110107,0.00014303787611424923,3.1357653824670706e-06
0.9399127960205078,0.05894242972135544,0.0011447150027379394
0.863370418548584,0.1365477293729782,8.183804311556742e-05
0.8267348408699036,0.1729346215724945,0.00033057533437386155
0.9998947381973267,0.00010298928100382909,2.265378270749352e-06
0.9996904134750366,0.00030684866942465305,2.803938514261972e-06
0.99982088804245,0.00017672752437647432,2.358665597057552e-06
0.9997853636741638,0.00021105991618242115,3.647028052000678e-06
0.996679425239563,0.0033182271290570498,2.4072151063592173e-06
0.999891996383667,0.00010074747115140781,7.285201718332246e-06
0.9514853358268738,0.04831884428858757,0.00019582806271500885
0.9955601692199707,0.004429816268384457,9.998917448683642e-06
0.999874472618103,0.00012282852549105883,2.6577836251817644e-06
0.9999009370803833,9.709817823022604e-05,1.960268264156184e-06
0.9999444484710693,5.34091486770194e-05,2.1290113636496244e-06
0.9999194145202637,7.900483615230769e-05,1.6112604726004065e-06
0.9969047904014587,0.00303912372328341,5.611274900729768e-05
0.99159836769104,0.008329392410814762,7.226294110296294e-05
0.9959614872932434,0.0040038092993199825,3.469329749350436e-05
0.9928374886512756,0.00705754803493619,0.00010495066089788452
0.3830040991306305,0.2636381983757019,0.3533577620983124
0.9998965263366699,0.00010107879643328488,2.363829935347894e-06
0.9999051094055176,8.540756971342489e-05,9.517708349449094e-06
0.9998526573181152,0.00014620929141528904,1.120601041293412e-06
0.9999436140060425,5.560494173550978e-05,7.769829721837596e-07
0.9999198913574219,7.294752867892385e-05,7.212320724647725e-06
0.9998551607131958,0.00014383062080014497,1.0347398529120255e-06
0.9146764874458313,0.08523616939783096,8.737380994716659e-05
0.9996445178985596,0.0003448786155786365,1.0558534995652735e-05
0.9998842477798462,0.00011453237675596029,1.2444268122635549e-06
0.9999308586120605,6.795486115152016e-05,1.2250903864696738e-06
0.9999057054519653,8.937421080190688e-05,4.903431090497179e-06
0.9998899698257446,0.00010691220086300746,3.0927633360988693e-06
0.9998353719711304,0.0001603540440555662,4.297447958379053e-06
0.9913334250450134,0.00835027638822794,0.0003162582288496196
0.9947879314422607,0.004912408068776131,0.0002997034171130508
0.9981155395507812,0.001871417392976582,1.307829916186165e-05
0.9998892545700073,9.91748456726782e-05,1.1565421118575614e-05
0.999915361404419,8.265212090918794e-05,1.9797378172370372e-06
0.9993053674697876,0.0006830493803136051,1.1600232937780675e-05
0.9996169805526733,0.00037820389843545854,4.753439952764893e-06
